_id,date,site,parameter,index_value,description,health_advisory,health_effects
38825,2020-09-07,Glassport High Street,PM10,19,Good,,
38826,2020-09-07,Lincoln,PM25,38,Good,,
38827,2020-09-07,Parkway East,PM25T,48,Good,,
38828,2020-09-07,Lawrenceville 2,CO,2,Good,,
38829,2020-09-07,South Fayette,OZONE,34,Good,,
38830,2020-09-07,Liberty 2,PM10,19,Good,,
38831,2020-09-07,Avalon,SO2,0,Good,,
38832,2020-09-07,Lincoln,PM10,18,Good,,
38833,2020-09-07,Liberty 2,PM25T,39,Good,,
38834,2020-09-07,Liberty,SO2,16,Good,,
38835,2020-09-07,Avalon,PM25T,33,Good,,
38836,2020-09-08,Harrison Township,NO2,9,Good,,
38837,2020-09-08,Harrison Township,OZONE,49,Good,,
38838,2020-09-08,Parkway East,PM25T,34,Good,,
38839,2020-09-08,North Braddock,SO2,17,Good,,
38840,2020-09-08,Lincoln,PM25,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
38841,2020-09-08,Liberty,SO2,9,Good,,
38842,2020-09-08,South Fayette,SO2,3,Good,,
38843,2020-09-08,Flag Plaza,CO,7,Good,,
38844,2020-09-08,Lawrenceville 2,SO2,3,Good,,
38845,2020-09-08,North Braddock,PM10B,37,Good,,
38846,2020-09-08,Glassport High Street,PM10,19,Good,,
38847,2020-09-08,Lincoln,PM10,25,Good,,
38848,2020-09-08,Lawrenceville 2,CO,5,Good,,
38849,2020-09-08,Parkway East,NO2,20,Good,,
38850,2020-09-08,Lawrenceville,OZONE,45,Good,,
38851,2020-09-08,Liberty 2,PM10,19,Good,,
38852,2020-09-08,Flag Plaza,PM10,19,Good,,
38853,2020-09-08,Avalon,PM25T,39,Good,,
38854,2020-09-08,Liberty 2,PM25T,39,Good,,
38855,2020-09-08,Parkway East,CO,9,Good,,
38856,2020-09-08,South Fayette,OZONE,45,Good,,
38857,2020-09-08,Avalon,SO2,0,Good,,
38858,2020-09-09,Flag Plaza,CO,6,Good,,
38859,2020-09-09,Lawrenceville 2,SO2,6,Good,,
38860,2020-09-09,Harrison Township,NO2,10,Good,,
38861,2020-09-09,Parkway East,NO2,9,Good,,
38862,2020-09-09,North Braddock,SO2,19,Good,,
38863,2020-09-09,Avalon,PM25T,42,Good,,
38864,2020-09-09,Liberty 2,PM25T,30,Good,,
38865,2020-09-09,Lincoln,PM10,26,Good,,
38866,2020-09-09,Liberty,SO2,6,Good,,
38867,2020-09-09,Lawrenceville 2,CO,4,Good,,
38868,2020-09-09,Lawrenceville,OZONE,46,Good,,
38869,2020-09-09,Liberty 2,PM10,19,Good,,
38870,2020-09-09,Lincoln,PM25,44,Good,,
38871,2020-09-09,Parkway East,PM25T,29,Good,,
38872,2020-09-09,Parkway East,CO,5,Good,,
38873,2020-09-09,Harrison Township,OZONE,43,Good,,
38874,2020-09-09,South Fayette,OZONE,48,Good,,
38875,2020-09-09,Flag Plaza,PM10,23,Good,,
38876,2020-09-09,Avalon,SO2,1,Good,,
38877,2020-09-09,Glassport High Street,PM10,21,Good,,
38878,2020-09-09,South Fayette,SO2,3,Good,,
38879,2020-09-09,North Braddock,PM10B,32,Good,,
38880,2020-09-10,Lawrenceville 2,CO,3,Good,,
38881,2020-09-10,Parkway East,NO2,14,Good,,
38882,2020-09-10,Liberty 2,PM10,13,Good,,
38883,2020-09-10,Lincoln,PM10,22,Good,,
38884,2020-09-10,Lawrenceville,OZONE,44,Good,,
38885,2020-09-10,Glassport High Street,PM10,19,Good,,
38886,2020-09-10,Flag Plaza,CO,5,Good,,
38887,2020-09-10,Lawrenceville 2,SO2,4,Good,,
38888,2020-09-10,North Braddock,PM10B,31,Good,,
38889,2020-09-10,Liberty,SO2,6,Good,,
38890,2020-09-10,South Fayette,SO2,3,Good,,
38891,2020-09-10,Harrison Township,NO2,8,Good,,
38892,2020-09-10,Lincoln,PM25,46,Good,,
38893,2020-09-10,North Braddock,SO2,14,Good,,
38894,2020-09-10,Liberty 2,PM25T,36,Good,,
38895,2020-09-10,Parkway East,CO,12,Good,,
38896,2020-09-10,Harrison Township,OZONE,44,Good,,
38897,2020-09-10,South Fayette,OZONE,50,Good,,
38898,2020-09-10,Flag Plaza,PM10,21,Good,,
38899,2020-09-10,Avalon,PM25T,36,Good,,
38900,2020-09-10,Avalon,SO2,1,Good,,
38901,2020-09-11,Parkway East,NO2,16,Good,,
38902,2020-09-11,Lawrenceville 2,SO2,2,Good,,
38903,2020-09-11,North Braddock,SO2,0,Good,,
38904,2020-09-11,Harrison Township,NO2,9,Good,,
38905,2020-09-11,Lawrenceville,OZONE,29,Good,,
38906,2020-09-11,Glassport High Street,PM10,15,Good,,
38907,2020-09-11,North Braddock,PM10B,28,Good,,
38908,2020-09-11,Parkway East,CO,10,Good,,
38909,2020-09-11,Harrison Township,OZONE,30,Good,,
38910,2020-09-11,Flag Plaza,PM10,18,Good,,
38911,2020-09-11,Lincoln,PM25,36,Good,,
38912,2020-09-11,Avalon,PM25T,30,Good,,
38913,2020-09-11,Avalon,SO2,0,Good,,
38914,2020-09-11,Lawrenceville 2,CO,2,Good,,
38915,2020-09-11,Liberty 2,PM10,14,Good,,
38916,2020-09-11,Lincoln,PM10,22,Good,,
38917,2020-09-11,South Fayette,SO2,1,Good,,
38918,2020-09-11,Flag Plaza,CO,3,Good,,
38919,2020-09-11,South Fayette,OZONE,30,Good,,
38920,2020-09-11,Liberty 2,PM25T,38,Good,,
38921,2020-09-11,Liberty,SO2,3,Good,,
38922,2020-09-12,Lawrenceville 2,SO2,2,Good,,
38923,2020-09-12,South Fayette,SO2,1,Good,,
38924,2020-09-12,North Braddock,PM10B,24,Good,,
38925,2020-09-12,Parkway East,PM25T,24,Good,,
38926,2020-09-12,Flag Plaza,CO,3,Good,,
38927,2020-09-12,Glassport High Street,PM10,12,Good,,
38928,2020-09-12,Liberty,SO2,0,Good,,
38929,2020-09-12,Harrison Township,NO2,6,Good,,
38930,2020-09-12,Parkway East,NO2,5,Good,,
38931,2020-09-12,North Braddock,SO2,17,Good,,
38932,2020-09-12,Lawrenceville 2,CO,3,Good,,
38933,2020-09-12,Lawrenceville,OZONE,31,Good,,
38934,2020-09-12,Liberty 2,PM10,11,Good,,
38935,2020-09-12,Lincoln,PM10,13,Good,,
38936,2020-09-12,Parkway East,CO,4,Good,,
38937,2020-09-12,South Fayette,OZONE,34,Good,,
38938,2020-09-12,Avalon,SO2,1,Good,,
38939,2020-09-12,Harrison Township,OZONE,32,Good,,
38940,2020-09-12,Flag Plaza,PM10,14,Good,,
38941,2020-09-12,Lincoln,PM25,25,Good,,
38942,2020-09-12,Avalon,PM25T,29,Good,,
38943,2020-09-12,Liberty 2,PM25T,23,Good,,
38944,2020-09-13,Harrison Township,NO2,4,Good,,
38945,2020-09-13,Parkway East,NO2,9,Good,,
38946,2020-09-13,North Braddock,SO2,6,Good,,
38947,2020-09-13,Lawrenceville 2,SO2,1,Good,,
38948,2020-09-13,Flag Plaza,CO,2,Good,,
38949,2020-09-13,Harrison Township,OZONE,28,Good,,
38950,2020-09-13,South Fayette,OZONE,29,Good,,
38951,2020-09-13,Avalon,SO2,0,Good,,
38952,2020-09-13,Liberty,SO2,6,Good,,
38953,2020-09-13,Parkway East,PM25T,18,Good,,
38954,2020-09-13,Lincoln,PM25,30,Good,,
38955,2020-09-13,Avalon,PM25T,18,Good,,
38956,2020-09-13,Liberty 2,PM25T,21,Good,,
38957,2020-09-13,Flag Plaza,PM10,11,Good,,
38958,2020-09-13,Lincoln,PM10,13,Good,,
38959,2020-09-13,South Fayette,SO2,1,Good,,
38960,2020-09-13,Lawrenceville 2,CO,2,Good,,
38961,2020-09-13,Lawrenceville,OZONE,27,Good,,
38962,2020-09-13,Liberty 2,PM10,8,Good,,
38963,2020-09-13,North Braddock,PM10B,28,Good,,
38964,2020-09-13,Parkway East,CO,6,Good,,
38965,2020-09-13,Glassport High Street,PM10,9,Good,,
38966,2020-09-14,Avalon,PM25T,16,Good,,
38967,2020-09-14,Lawrenceville 2,CO,1,Good,,
38968,2020-09-14,Liberty 2,PM10,8,Good,,
38969,2020-09-14,Flag Plaza,CO,3,Good,,
38970,2020-09-14,Lawrenceville,OZONE,26,Good,,
38971,2020-09-14,Glassport High Street,PM10,10,Good,,
38972,2020-09-14,Parkway East,PM25T,28,Good,,
38973,2020-09-14,Liberty,SO2,3,Good,,
38974,2020-09-14,Harrison Township,NO2,4,Good,,
38975,2020-09-14,Parkway East,NO2,13,Good,,
38976,2020-09-14,North Braddock,SO2,0,Good,,
38977,2020-09-14,Flag Plaza,PM10,11,Good,,
38978,2020-09-14,North Braddock,PM10B,14,Good,,
38979,2020-09-14,Lawrenceville 2,SO2,0,Good,,
38980,2020-09-14,South Fayette,SO2,0,Good,,
38981,2020-09-14,Parkway East,CO,9,Good,,
38982,2020-09-14,Harrison Township,OZONE,27,Good,,
38983,2020-09-14,South Fayette,OZONE,29,Good,,
38984,2020-09-14,Avalon,SO2,0,Good,,
38985,2020-09-14,Lincoln,PM10,18,Good,,
38986,2020-09-14,Lincoln,PM25,20,Good,,
38987,2020-09-14,Liberty 2,PM25T,18,Good,,
38988,2020-09-15,Harrison Township,NO2,11,Good,,
38989,2020-09-15,Parkway East,NO2,14,Good,,
38990,2020-09-15,Liberty,SO2,0,Good,,
38991,2020-09-15,Lawrenceville 2,SO2,3,Good,,
38992,2020-09-15,Parkway East,CO,6,Good,,
38993,2020-09-15,Lawrenceville,OZONE,26,Good,,
38994,2020-09-15,Glassport High Street,PM10,6,Good,,
38995,2020-09-15,Lawrenceville 2,CO,2,Good,,
38996,2020-09-15,Liberty 2,PM10,6,Good,,
38997,2020-09-15,Lincoln,PM10,9,Good,,
38998,2020-09-15,Liberty 2,PM25T,22,Good,,
38999,2020-09-15,South Fayette,SO2,3,Good,,
39000,2020-09-15,Flag Plaza,PM10,11,Good,,
39001,2020-09-15,North Braddock,PM10B,13,Good,,
39002,2020-09-15,Avalon,PM25T,19,Good,,
39003,2020-09-15,South Fayette,OZONE,29,Good,,
39004,2020-09-15,Flag Plaza,CO,4,Good,,
39005,2020-09-15,Harrison Township,OZONE,31,Good,,
39006,2020-09-15,Lincoln,PM25,19,Good,,
39007,2020-09-15,Parkway East,PM25T,19,Good,,
39008,2020-09-15,Avalon,SO2,1,Good,,
39009,2020-09-15,North Braddock,SO2,4,Good,,
39010,2020-09-16,Flag Plaza,PM10,18,Good,,
39011,2020-09-16,North Braddock,PM10B,31,Good,,
39012,2020-09-16,Parkway East,CO,13,Good,,
39013,2020-09-16,Lawrenceville 2,SO2,3,Good,,
39014,2020-09-16,Lawrenceville 2,CO,4,Good,,
39015,2020-09-16,Harrison Township,NO2,16,Good,,
39016,2020-09-16,Parkway East,NO2,23,Good,,
39017,2020-09-16,Lawrenceville,OZONE,33,Good,,
39018,2020-09-16,Liberty 2,PM10,23,Good,,
39019,2020-09-16,Liberty 2,PM25T,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39020,2020-09-16,Parkway East,PM25T,40,Good,,
39021,2020-09-16,North Braddock,SO2,24,Good,,
39022,2020-09-16,Glassport High Street,PM10,29,Good,,
39023,2020-09-16,Lincoln,PM25,72,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39024,2020-09-16,Liberty,SO2,24,Good,,
39025,2020-09-16,Flag Plaza,CO,7,Good,,
39026,2020-09-16,South Fayette,OZONE,41,Good,,
39027,2020-09-16,Avalon,SO2,1,Good,,
39028,2020-09-16,Avalon,PM25T,34,Good,,
39029,2020-09-16,Harrison Township,OZONE,37,Good,,
39030,2020-09-16,Lincoln,PM10,36,Good,,
39031,2020-09-16,South Fayette,SO2,1,Good,,
39032,2020-09-17,Glassport High Street,PM10,33,Good,,
39033,2020-09-17,Lincoln,PM25,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39034,2020-09-17,Avalon,PM25T,59,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39035,2020-09-17,Liberty,SO2,14,Good,,
39036,2020-09-17,Harrison Township,NO2,13,Good,,
39037,2020-09-17,Liberty 2,PM25T,70,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39038,2020-09-17,North Braddock,SO2,34,Good,,
39039,2020-09-17,Flag Plaza,CO,11,Good,,
39040,2020-09-17,Harrison Township,OZONE,35,Good,,
39041,2020-09-17,South Fayette,OZONE,40,Good,,
39042,2020-09-17,Flag Plaza,PM10,27,Good,,
39043,2020-09-17,Parkway East,PM25T,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39044,2020-09-17,Avalon,SO2,1,Good,,
39045,2020-09-17,Lawrenceville 2,SO2,4,Good,,
39046,2020-09-17,Lincoln,PM10,39,Good,,
39047,2020-09-17,South Fayette,SO2,0,Good,,
39048,2020-09-17,North Braddock,PM10B,45,Good,,
39049,2020-09-17,Parkway East,CO,25,Good,,
39050,2020-09-17,Lawrenceville 2,CO,11,Good,,
39051,2020-09-17,Parkway East,NO2,25,Good,,
39052,2020-09-17,Lawrenceville,OZONE,37,Good,,
39053,2020-09-17,Liberty 2,PM10,37,Good,,
39054,2020-09-18,Liberty 2,PM25T,38,Good,,
39055,2020-09-18,Flag Plaza,CO,4,Good,,
39056,2020-09-18,Harrison Township,OZONE,30,Good,,
39057,2020-09-18,South Fayette,OZONE,31,Good,,
39058,2020-09-18,Avalon,PM25T,32,Good,,
39059,2020-09-18,Avalon,SO2,0,Good,,
39060,2020-09-18,Lawrenceville 2,CO,3,Good,,
39061,2020-09-18,Harrison Township,NO2,3,Good,,
39062,2020-09-18,Parkway East,NO2,14,Good,,
39063,2020-09-18,Liberty 2,PM10,28,Good,,
39064,2020-09-18,North Braddock,SO2,0,Good,,
39065,2020-09-18,Lawrenceville,OZONE,29,Good,,
39066,2020-09-18,Glassport High Street,PM10,27,Good,,
39067,2020-09-18,Parkway East,PM25T,39,Good,,
39068,2020-09-18,Liberty,SO2,6,Good,,
39069,2020-09-18,Parkway East,CO,8,Good,,
39070,2020-09-18,Flag Plaza,PM10,26,Good,,
39071,2020-09-18,Lawrenceville 2,SO2,1,Good,,
39072,2020-09-18,North Braddock,PM10B,37,Good,,
39073,2020-09-18,South Fayette,SO2,0,Good,,
39074,2020-09-18,Lincoln,PM10,30,Good,,
39075,2020-09-18,Lincoln,PM25,32,Good,,
39076,2020-09-19,Lawrenceville,OZONE,31,Good,,
39077,2020-09-19,Glassport High Street,PM10,11,Good,,
39078,2020-09-19,Parkway East,PM25T,19,Good,,
39079,2020-09-19,Liberty,SO2,0,Good,,
39080,2020-09-19,Parkway East,CO,10,Good,,
39081,2020-09-19,Avalon,PM25T,28,Good,,
39082,2020-09-19,Lawrenceville 2,CO,3,Good,,
39083,2020-09-19,Parkway East,NO2,13,Good,,
39084,2020-09-19,Liberty 2,PM10,10,Good,,
39085,2020-09-19,Lincoln,PM10,12,Good,,
39086,2020-09-19,North Braddock,PM10B,15,Good,,
39087,2020-09-19,Liberty 2,PM25T,24,Good,,
39088,2020-09-19,Flag Plaza,CO,4,Good,,
39089,2020-09-19,Harrison Township,OZONE,31,Good,,
39090,2020-09-19,South Fayette,OZONE,34,Good,,
39091,2020-09-19,Flag Plaza,PM10,13,Good,,
39092,2020-09-19,Lincoln,PM25,22,Good,,
39093,2020-09-19,Avalon,SO2,0,Good,,
39094,2020-09-19,Lawrenceville 2,SO2,1,Good,,
39095,2020-09-19,Harrison Township,NO2,8,Good,,
39096,2020-09-19,North Braddock,SO2,0,Good,,
39097,2020-09-19,South Fayette,SO2,0,Good,,
39098,2020-09-20,Glassport High Street,PM10,9,Good,,
39099,2020-09-20,Parkway East,CO,9,Good,,
39100,2020-09-20,Parkway East,NO2,10,Good,,
39101,2020-09-20,Flag Plaza,PM10,12,Good,,
39102,2020-09-20,Liberty 2,PM10,10,Good,,
39103,2020-09-20,Lawrenceville 2,CO,4,Good,,
39104,2020-09-20,Lawrenceville,OZONE,33,Good,,
39105,2020-09-20,Parkway East,PM25T,22,Good,,
39106,2020-09-20,Flag Plaza,CO,4,Good,,
39107,2020-09-20,South Fayette,OZONE,37,Good,,
39108,2020-09-20,Avalon,SO2,1,Good,,
39109,2020-09-20,Liberty,SO2,0,Good,,
39110,2020-09-20,Harrison Township,NO2,9,Good,,
39111,2020-09-20,Harrison Township,OZONE,33,Good,,
39112,2020-09-20,Lincoln,PM25,27,Good,,
39113,2020-09-20,Avalon,PM25T,31,Good,,
39114,2020-09-20,Liberty 2,PM25T,39,Good,,
39115,2020-09-20,North Braddock,SO2,1,Good,,
39116,2020-09-20,North Braddock,PM10B,19,Good,,
39117,2020-09-20,Lincoln,PM10,11,Good,,
39118,2020-09-20,Lawrenceville 2,SO2,1,Good,,
39119,2020-09-20,South Fayette,SO2,1,Good,,
39120,2020-09-21,Parkway East,CO,6,Good,,
39121,2020-09-21,Harrison Township,OZONE,37,Good,,
39122,2020-09-21,South Fayette,OZONE,39,Good,,
39123,2020-09-21,Glassport High Street,PM10,7,Good,,
39124,2020-09-21,Avalon,SO2,3,Good,,
39125,2020-09-21,Liberty,SO2,0,Good,,
39126,2020-09-21,Lawrenceville 2,CO,3,Good,,
39127,2020-09-21,Lawrenceville,OZONE,35,Good,,
39128,2020-09-21,Liberty 2,PM10,7,Good,,
39129,2020-09-21,Parkway East,PM25T,20,Good,,
39130,2020-09-21,Harrison Township,NO2,12,Good,,
39131,2020-09-21,Flag Plaza,PM10,12,Good,,
39132,2020-09-21,Lincoln,PM25,39,Good,,
39133,2020-09-21,North Braddock,SO2,17,Good,,
39134,2020-09-21,Lawrenceville 2,SO2,2,Good,,
39135,2020-09-21,South Fayette,SO2,3,Good,,
39136,2020-09-21,North Braddock,PM10B,25,Good,,
39137,2020-09-21,Flag Plaza,CO,5,Good,,
39138,2020-09-21,Parkway East,NO2,11,Good,,
39139,2020-09-21,Avalon,PM25T,22,Good,,
39140,2020-09-21,Liberty 2,PM25T,18,Good,,
39141,2020-09-21,Lincoln,PM10,17,Good,,
39142,2020-09-22,Flag Plaza,CO,5,Good,,
39143,2020-09-22,Harrison Township,OZONE,45,Good,,
39144,2020-09-22,South Fayette,OZONE,47,Good,,
39145,2020-09-22,Liberty 2,PM25T,57,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39146,2020-09-22,Parkway East,PM25T,41,Good,,
39147,2020-09-22,Avalon,SO2,1,Good,,
39148,2020-09-22,Liberty,SO2,29,Good,,
39149,2020-09-22,Harrison Township,NO2,12,Good,,
39150,2020-09-22,North Braddock,SO2,30,Good,,
39151,2020-09-22,Flag Plaza,PM10,18,Good,,
39152,2020-09-22,Lincoln,PM25,55,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39153,2020-09-22,Avalon,PM25T,40,Good,,
39154,2020-09-22,Lawrenceville 2,CO,4,Good,,
39155,2020-09-22,Liberty 2,PM10,21,Good,,
39156,2020-09-22,Parkway East,CO,15,Good,,
39157,2020-09-22,Glassport High Street,PM10,18,Good,,
39158,2020-09-22,Parkway East,NO2,32,Good,,
39159,2020-09-22,Lincoln,PM10,31,Good,,
39160,2020-09-22,North Braddock,PM10B,33,Good,,
39161,2020-09-22,Lawrenceville 2,SO2,3,Good,,
39162,2020-09-22,South Fayette,SO2,4,Good,,
39163,2020-09-23,Parkway East,CO,22,Good,,
39164,2020-09-23,Harrison Township,OZONE,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
39165,2020-09-23,Lawrenceville,OZONE,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
39166,2020-09-23,South Fayette,OZONE,64,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
39167,2020-09-23,Glassport High Street,PM10,21,Good,,
39168,2020-09-23,North Braddock,PM10B,48,Good,,
39169,2020-09-23,Avalon,PM25T,51,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39170,2020-09-23,Liberty 2,PM25T,69,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39171,2020-09-23,Avalon,SO2,1,Good,,
39172,2020-09-23,Liberty,SO2,17,Good,,
39173,2020-09-23,Lawrenceville 2,CO,5,Good,,
39174,2020-09-23,Liberty 2,PM10,32,Good,,
39175,2020-09-23,Parkway East,NO2,35,Good,,
39176,2020-09-23,Lincoln,PM10,28,Good,,
39177,2020-09-23,Flag Plaza,CO,5,Good,,
39178,2020-09-23,Harrison Township,NO2,12,Good,,
39179,2020-09-23,North Braddock,SO2,21,Good,,
39180,2020-09-23,South Fayette,SO2,4,Good,,
39181,2020-09-23,Flag Plaza,PM10,23,Good,,
39182,2020-09-23,Lincoln,PM25,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39183,2020-09-23,Parkway East,PM25T,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39184,2020-09-23,Lawrenceville 2,SO2,2,Good,,
39185,2020-09-24,Lawrenceville 2,CO,4,Good,,
39186,2020-09-24,Parkway East,CO,24,Good,,
39187,2020-09-24,Parkway East,NO2,28,Good,,
39188,2020-09-24,Lawrenceville,OZONE,41,Good,,
39189,2020-09-24,Glassport High Street,PM10,26,Good,,
39190,2020-09-24,South Fayette,OZONE,50,Good,,
39191,2020-09-24,Lincoln,PM10,22,Good,,
39192,2020-09-24,Flag Plaza,PM10,29,Good,,
39193,2020-09-24,Lincoln,PM25,52,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39194,2020-09-24,Liberty 2,PM10,32,Good,,
39195,2020-09-24,North Braddock,PM10B,50,Good,,
39196,2020-09-24,Avalon,SO2,3,Good,,
39197,2020-09-24,Avalon,PM25T,56,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39198,2020-09-24,Liberty,SO2,17,Good,,
39199,2020-09-24,South Fayette,SO2,6,Good,,
39200,2020-09-24,Harrison Township,NO2,20,Good,,
39201,2020-09-24,Harrison Township,OZONE,46,Good,,
39202,2020-09-24,Liberty 2,PM25T,65,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39203,2020-09-24,North Braddock,SO2,29,Good,,
39204,2020-09-24,Flag Plaza,CO,6,Good,,
39205,2020-09-24,Parkway East,PM25T,68,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39206,2020-09-24,Lawrenceville 2,SO2,3,Good,,
39207,2020-09-25,Lawrenceville 2,CO,6,Good,,
39208,2020-09-25,Harrison Township,OZONE,61,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
39209,2020-09-25,Lawrenceville,OZONE,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
39210,2020-09-25,Liberty 2,PM10,32,Good,,
39211,2020-09-25,Liberty 2,PM25T,58,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39212,2020-09-25,Parkway East,CO,26,Good,,
39213,2020-09-25,South Fayette,OZONE,67,Moderate,Unusually sensitive people should consider reducing prolonged or heavy outdoor exertion.,Unusually sensitive individuals may experience respiratory symptoms.
39214,2020-09-25,Avalon,SO2,3,Good,,
39215,2020-09-25,Flag Plaza,PM10,32,Good,,
39216,2020-09-25,North Braddock,PM10B,47,Good,,
39217,2020-09-25,Glassport High Street,PM10,28,Good,,
39218,2020-09-25,Lincoln,PM25,65,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39219,2020-09-25,South Fayette,SO2,3,Good,,
39220,2020-09-25,Flag Plaza,CO,9,Good,,
39221,2020-09-25,Parkway East,PM25T,62,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39222,2020-09-25,Lawrenceville 2,SO2,5,Good,,
39223,2020-09-25,Harrison Township,NO2,10,Good,,
39224,2020-09-25,Parkway East,NO2,29,Good,,
39225,2020-09-25,North Braddock,SO2,10,Good,,
39226,2020-09-25,Lincoln,PM10,36,Good,,
39227,2020-09-25,Avalon,PM25T,65,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39228,2020-09-25,Liberty,SO2,7,Good,,
39229,2020-09-26,North Braddock,PM10B,32,Good,,
39230,2020-09-26,Lincoln,PM25,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39231,2020-09-26,Avalon,PM25T,54,Moderate,Unusually sensitive people should consider reducing prolonged or heavy exertion.,"Respiratory symptoms possible in unusually sensitive individuals, possible aggravation of heart or lung disease in people with cardiopulmonary disease and older adults."
39232,2020-09-26,Parkway East,PM25T,48,Good,,
39233,2020-09-26,Liberty,SO2,17,Good,,
39234,2020-09-26,South Fayette,SO2,1,Good,,
39235,2020-09-26,Harrison Township,NO2,14,Good,,
39236,2020-09-26,North Braddock,SO2,30,Good,,
39237,2020-09-26,Liberty 2,PM25T,47,Good,,
39238,2020-09-26,Parkway East,CO,11,Good,,
39239,2020-09-26,Harrison Township,OZONE,37,Good,,
39240,2020-09-26,South Fayette,OZONE,40,Good,,
39241,2020-09-26,Flag Plaza,PM10,27,Good,,
39242,2020-09-26,Avalon,SO2,1,Good,,
